0.15 	12.69 	3.73 
0.10 	14.32 	4.24 
0.17 	15.94 	4.70 
0.16 	17.55 	5.16 
0.17 	19.15 	5.61 
0.16 	20.73 	6.04 
0.15 	22.31 	6.46 
0.19 	23.87 	6.88 
0.20 	25.40 	7.36 
0.18 	26.93 	7.76 
0.23 	28.44 	8.20 
0.23 	29.95 	8.58 
0.23 	31.46 	8.96 
0.33 	32.94 	9.35 
0.20 	34.41 	9.72 
0.45 	35.86 	10.15 
0.30 	37.33 	10.45 
0.38 	38.73 	10.99 
0.29 	40.19 	11.19 
0.36 	41.61 	11.56 
0.38 	42.98 	12.02 
0.52 	44.40 	12.25 
0.51 	45.77 	12.63 
0.36 	47.16 	12.91 
0.21 	48.52 	13.25 
0.15 	49.89 	13.48 
0.19 	51.20 	13.93 
0.03 	52.53 	14.24 
0.07 	53.84 	14.57 
-0.02 	55.19 	14.72 
0.21 	56.46 	15.17 
-0.02 	57.77 	15.37 
0.15 	59.05 	15.67 
0.31 	60.34 	15.91 
-0.17 	61.64 	16.05 
0.33 	62.91 	16.25 
0.22 	64.16 	16.52 
0.39 	65.38 	16.86 
0.22 	66.70 	16.77 
0.12 	67.90 	17.15 
-0.09 	69.13 	17.32 
0.10 	70.30 	17.72 
-0.09 	71.56 	17.72 
-0.05 	72.78 	17.79 
0.16 	73.96 	18.06 
0.42 	75.15 	18.19 
0.21 	76.30 	18.48 
0.06 	77.48 	18.63 
-0.08 	78.66 	18.72 
0.18 	79.80 	18.97 
0.07 	80.94 	19.17 
0.00 	82.13 	19.08 
-0.52 	83.26 	19.25 
-0.30 	84.36 	19.54 
0.19 	85.41 	20.01 
-0.76 	86.66 	19.50 
-0.48 	87.62 	20.31 
-0.02 	88.75 	20.35 
-0.16 	89.90 	20.22 
-0.39 	91.02 	20.15 
-0.72 	92.16 	19.95 
-0.38 	93.16 	20.45 
-0.66 	94.31 	20.17 
-0.51 	95.35 	20.37 
-0.35 	96.53 	19.82 
-1.22 	97.72 	19.17 
-0.53 	98.48 	20.78 
-0.55 	99.57 	20.62 
-0.92 	100.54 	21.03 
-0.67 	101.57 	21.10 
-1.23 	102.77 	20.21 
-0.40 	103.60 	21.27 
-0.14 	104.71 	20.84 
-0.40 	105.60 	21.52 
-1.55 	106.71 	20.97 
-1.53 	107.75 	20.76 
-0.94 	108.81 	20.44 
-1.00 	109.79 	20.51 
-0.74 	110.69 	20.96 
-1.63 	111.85 	19.92 
-1.11 	112.89 	19.58 
-1.00 	113.84 	19.69 
-0.94 	114.86 	19.29 
-1.37 	115.75 	19.73 
-2.52 	116.75 	19.29 
-1.77 	117.69 	19.40 
-2.92 	118.58 	19.62 
-2.89 	119.59 	19.14 
-0.49 	120.16 	21.57 
-1.61 	121.22 	20.72 
-2.03 	122.25 	20.01 
-2.67 	123.30 	19.06 
-0.87 	124.24 	19.05 
-0.27 	125.06 	19.68 
-1.73 	126.02 	19.18 
-1.73 	126.95 	19.00 
-2.50 	128.07 	17.22 
-3.08 	128.84 	18.03 
-2.70 	129.72 	18.14 
-1.91 	130.68 	17.66 
-2.54 	131.45 	18.42 
-3.07 	132.44 	17.42 
-2.29 	133.19 	18.52 
-2.18 	134.23 	17.18 
-4.28 	135.32 	14.66 
-2.48 	135.97 	16.99 
-4.19 	137.05 	14.56 
-2.85 	137.80 	15.83 
-3.26 	138.50 	17.09 
-2.95 	139.33 	17.24 
-2.77 	140.19 	17.12 
-1.57 	140.79 	19.23 
-2.87 	141.74 	18.20 
-2.66 	142.47 	19.04 
-3.77 	143.77 	14.64 
-3.86 	144.62 	14.41 
-3.72 	145.72 	11.18 
-4.44 	146.54 	10.85 
-1.84 	147.45 	10.23 
-4.40 	148.34 	8.11 
-3.18 	149.10 	9.58 
-3.33 	150.17 	16.31 
-7.04 	150.85 	16.39 
-3.11 	151.34 	20.25 
-3.26 	152.93 	12.62 
-2.54 	155.59 	8.58 
-2.15 	156.46 	7.05 
-4.98 	157.20 	7.10 
-7.60 	167.12 	10.45 
-14.66 	173.88 	4.55 
-18.93 	179.70 	4.72 
-18.93 	179.70 	4.72 
