-0.55 	17.84 	4.50 
-0.79 	19.88 	4.93 
-0.69 	21.91 	5.42 
-0.70 	23.91 	5.90 
-0.85 	25.93 	6.12 
-0.79 	27.84 	6.98 
-0.95 	29.80 	7.29 
-1.01 	31.72 	7.80 
-0.84 	33.62 	8.32 
-1.04 	35.55 	8.54 
-1.04 	35.55 	8.54 
-1.00 	39.30 	9.38 
-1.44 	41.08 	10.05 
-1.37 	42.79 	11.14 
-1.29 	44.77 	10.65 
-1.05 	46.68 	10.51 
-1.48 	48.38 	11.34 
-1.48 	50.01 	12.44 
-1.46 	51.79 	12.72 
-1.23 	53.61 	12.65 
-1.03 	55.38 	12.80 
-1.29 	57.00 	13.64 
-1.29 	57.00 	13.64 
-1.52 	60.20 	15.26 
-1.06 	61.87 	15.66 
-1.06 	61.87 	15.66 
-0.87 	65.33 	15.64 
-0.87 	65.33 	15.64 
-1.07 	68.49 	16.70 
-1.61 	70.02 	17.34 
-1.61 	70.02 	17.34 
-1.60 	73.11 	18.40 
-1.61 	74.37 	20.09 
-0.19 	75.81 	20.97 
-1.04 	77.55 	20.38 
-1.65 	79.37 	19.31 
-1.04 	80.88 	19.70 
-0.78 	82.43 	19.77 
-0.46 	83.83 	20.53 
-2.20 	85.59 	19.32 
-0.62 	87.11 	19.48 
0.21 	88.45 	20.40 
-0.81 	89.95 	20.37 
-1.96 	91.34 	20.77 
-1.34 	92.63 	21.74 
-1.95 	94.39 	20.21 
-1.16 	95.63 	21.41 
-1.22 	97.04 	21.56 
-1.45 	98.39 	21.96 
-0.88 	99.95 	21.27 
-0.33 	100.95 	23.41 
-1.77 	102.26 	23.77 
-0.59 	103.46 	24.72 
-0.83 	105.18 	23.02 
-0.81 	106.50 	23.26 
-0.79 	107.81 	23.49 
-0.77 	109.10 	23.71 
0.20 	109.73 	27.17 
-1.46 	111.13 	26.82 
-0.16 	112.25 	27.81 
-0.83 	113.53 	27.95 
-0.13 	115.06 	26.91 
-0.90 	116.85 	24.35 
2.08 	117.17 	29.00 
-1.17 	118.72 	27.80 
2.09 	119.69 	29.15 
0.44 	121.09 	28.54 
0.07 	121.67 	31.58 
-2.36 	123.82 	27.23 
1.82 	123.66 	33.58 
1.30 	126.50 	26.14 
0.41 	127.17 	28.94 
1.55 	128.52 	28.17 
1.48 	129.17 	30.81 
0.17 	130.11 	31.98 
-0.44 	131.26 	32.19 
3.32 	132.65 	31.04 
-0.39 	133.53 	32.51 
2.80 	135.12 	30.44 
-0.33 	135.79 	32.81 
2.86 	137.45 	30.26 
1.94 	139.21 	27.02 
1.65 	140.34 	26.99 
2.07 	140.53 	31.85 
1.92 	140.76 	35.88 
0.74 	142.73 	32.01 
3.05 	143.09 	35.34 
-1.13 	145.64 	28.23 
1.79 	146.06 	31.75 
0.91 	147.04 	32.32 
0.96 	148.10 	32.38 
1.43 	148.94 	33.54 
1.48 	149.99 	33.59 
1.74 	151.61 	30.71 
1.58 	152.08 	33.69 
1.63 	153.12 	33.73 
1.68 	154.15 	33.76 
1.74 	155.18 	33.78 
1.79 	156.20 	33.80 
1.84 	157.22 	33.81 
1.89 	158.23 	33.82 
1.95 	159.24 	33.82 
2.00 	160.25 	33.81 
2.05 	161.25 	33.79 
2.11 	162.25 	33.77 
2.16 	163.24 	33.74 
2.21 	164.22 	33.71 
2.27 	165.21 	33.67 
2.32 	166.19 	33.62 
2.38 	167.17 	33.57 
2.43 	168.14 	33.51 
2.49 	169.11 	33.44 
2.55 	170.08 	33.37 
2.60 	171.04 	33.29 
2.66 	171.99 	33.20 
2.71 	172.95 	33.11 
2.77 	173.90 	33.01 
3.89 	175.14 	31.07 
2.89 	175.81 	32.79 
2.65 	177.11 	30.56 
3.00 	177.70 	32.55 
3.06 	178.65 	32.42 
3.12 	179.59 	32.28 
3.18 	180.53 	32.14 
3.24 	181.47 	31.99 
3.30 	182.41 	31.83 
3.35 	183.35 	31.66 
2.08 	184.78 	28.20 
3.47 	185.20 	31.32 
3.53 	186.12 	31.14 
3.60 	187.04 	30.95 
1.96 	188.47 	27.28 
3.39 	190.04 	21.23 
8.09 	190.34 	25.30 
3.84 	190.70 	30.13 
3.90 	191.61 	29.91 
9.62 	191.13 	37.14 
6.32 	194.70 	17.33 
6.87 	195.10 	22.22 
4.15 	195.23 	28.96 
5.60 	196.65 	24.25 
4.28 	197.03 	28.45 
4.34 	197.93 	28.18 
4.40 	198.82 	27.91 
8.55 	199.72 	26.59 
4.53 	200.60 	27.35 
4.60 	201.49 	27.07 
4.66 	202.37 	26.77 
8.29 	203.42 	24.00 
4.79 	204.12 	26.16 
4.86 	204.99 	25.85 
4.53 	206.45 	19.84 
4.99 	206.74 	25.20 
5.06 	207.62 	24.87 
11.61 	207.60 	29.93 
5.19 	209.36 	24.19 
5.26 	210.23 	23.84 
5.32 	211.09 	23.48 
5.39 	211.96 	23.12 
6.16 	212.70 	23.83 
5.53 	213.68 	22.38 
2.92 	214.89 	18.43 
8.45 	215.37 	21.08 
5.74 	216.27 	21.23 
5.80 	217.13 	20.83 
5.87 	217.98 	20.43 
15.48 	218.32 	20.91 
6.02 	219.69 	19.61 
11.40 	220.64 	14.83 
6.16 	221.39 	18.77 
6.23 	222.23 	18.34 
6.30 	223.08 	17.90 
6.37 	223.92 	17.46 
6.44 	224.77 	17.01 
8.41 	225.32 	19.81 
6.59 	226.46 	16.10 
6.66 	227.30 	15.64 
15.44 	227.97 	10.20 
