-1.28 	12.19 	3.77 
-1.49 	13.92 	4.35 
-1.57 	15.65 	4.92 
-1.80 	17.36 	5.44 
-1.99 	19.04 	5.98 
-2.15 	20.72 	6.51 
-2.33 	22.38 	7.02 
-2.56 	24.02 	7.50 
-2.76 	25.66 	7.96 
-3.03 	27.27 	8.40 
-3.25 	28.84 	8.99 
-3.35 	30.45 	9.40 
-3.44 	32.02 	9.90 
-3.59 	33.58 	10.38 
-3.80 	35.08 	10.98 
-3.88 	36.62 	11.40 
-4.19 	38.09 	11.97 
-4.21 	39.59 	12.46 
-4.29 	41.08 	12.91 
-4.46 	42.51 	13.47 
-4.91 	43.99 	13.73 
-5.06 	45.42 	14.21 
-4.63 	46.91 	14.63 
-5.13 	48.31 	14.97 
-5.36 	49.69 	15.46 
-5.47 	51.15 	15.64 
-5.79 	52.47 	16.19 
-5.84 	53.85 	16.55 
-5.81 	55.16 	17.16 
-6.01 	56.58 	17.26 
-6.54 	57.83 	17.78 
-6.00 	59.14 	18.42 
-6.37 	60.43 	18.77 
-6.80 	61.66 	19.27 
-6.61 	63.15 	19.05 
-6.88 	64.26 	19.95 
-7.31 	65.54 	20.18 
-6.52 	66.87 	20.57 
-7.04 	67.94 	21.40 
-7.40 	69.30 	21.23 
-7.09 	70.66 	21.23 
-8.00 	71.68 	21.98 
-7.17 	73.02 	22.15 
-8.27 	74.15 	22.38 
-8.28 	75.25 	23.04 
-8.10 	76.34 	23.75 
-8.42 	77.67 	23.43 
-8.83 	78.81 	23.69 
-8.98 	80.06 	23.62 
-8.42 	81.22 	24.10 
-8.56 	82.28 	24.63 
-7.98 	83.32 	25.48 
-9.09 	84.38 	25.61 
-9.83 	85.60 	25.24 
-8.89 	86.53 	26.50 
-9.25 	87.63 	26.66 
-9.25 	88.82 	26.54 
-9.96 	89.54 	27.84 
-9.40 	91.05 	26.75 
-10.09 	91.95 	27.34 
-8.71 	93.26 	27.18 
-10.85 	93.93 	27.98 
-9.97 	95.19 	27.77 
-10.82 	96.08 	28.22 
-10.83 	97.30 	27.73 
-10.77 	98.22 	28.34 
-10.86 	99.17 	28.76 
-10.28 	100.34 	28.56 
-10.36 	101.21 	29.24 
-11.44 	102.45 	28.08 
-10.51 	103.31 	29.13 
-11.44 	104.17 	29.39 
-11.34 	105.27 	29.12 
-11.48 	106.09 	29.81 
-11.67 	107.14 	29.58 
-13.22 	107.92 	29.77 
-11.76 	109.11 	29.61 
-9.93 	109.99 	30.65 
-12.16 	110.84 	30.31 
-12.44 	112.01 	29.39 
-10.65 	112.83 	30.65 
-11.48 	113.69 	30.68 
-12.89 	114.59 	30.30 
-12.64 	115.45 	30.74 
-13.78 	116.57 	29.45 
-13.07 	117.13 	31.25 
-10.40 	118.14 	31.93 
-12.95 	118.88 	31.66 
-11.48 	120.17 	30.70 
-11.42 	120.73 	32.09 
-14.76 	121.74 	30.19 
-12.82 	122.50 	31.59 
-13.40 	123.45 	31.10 
-11.96 	124.90 	29.25 
-13.15 	125.29 	30.83 
-13.36 	126.10 	30.98 
-14.67 	126.97 	30.31 
-14.20 	127.67 	31.24 
-13.89 	128.81 	30.13 
-11.95 	129.75 	30.55 
-13.55 	130.50 	30.25 
-14.12 	131.09 	31.10 
-13.31 	132.44 	29.09 
-14.07 	133.11 	29.44 
-15.34 	133.63 	30.25 
-13.14 	134.60 	30.55 
-15.73 	135.55 	28.64 
-14.53 	136.01 	30.93 
-14.43 	137.23 	28.96 
-14.91 	139.06 	27.49 
-14.57 	139.31 	30.38 
-18.43 	140.56 	29.76 
-12.69 	153.17 	29.57 
-12.13 	159.65 	18.28 
-12.13 	159.65 	18.28 
