3.61	18.21	3.75
3.93	20.01	4.11
4.3	21.79	4.41
4.62	23.56	4.79
4.91	25.33	5.07
5.09	27.09	5.41
5.43	28.82	5.69
5.7	30.52	6.05
5.95	32.23	6.33
6.31	33.87	6.83
6.57	35.56	7.08
6.82	37.21	7.38
7	38.86	7.74
7.29	40.46	8.13
7.35	42.14	8.22
7.64	43.72	8.53
7.77	45.24	9.3
8.03	46.86	9.29
8.14	48.42	9.66
8.7	49.92	9.89
8.37	51.53	10.22
8.83	53.04	10.32
9.11	54.51	10.78
9.14	56.06	10.9
9.29	57.57	11.02
9.36	58.97	11.75
9.85	60.46	11.6
9.78	61.91	12.01
9.89	63.33	12.41
10.37	64.76	12.37
9.95	66.2	12.92
10.35	67.52	13.39
10.25	68.97	13.49
10.31	70.34	13.85
10.53	71.81	13.4
10.06	73.17	14.05
10.53	74.72	12.76
10.31	75.89	14.32
10.95	77.01	15.29
10.58	78.54	14.62
11.76	79.67	15.01
11.76	79.67	15.01
11.76	79.67	15.01
11.35	83.65	15.46
12.37	84.87	15.2
12.66	85.82	17.03
11.06	87.54	15.74
11.58	88.6	16.6
11.25	90.32	13.96
10.61	91.15	17.09
12.27	92.21	17.02
11.48	93.56	16.95
11.48	94.66	17.65
12.05	95.88	17.24
11.33	97.21	17.01
11.54	98.28	17.63
11.56	99.51	17.3
11.53	100.51	18.42
11.59	101.84	17.38
11.35	103.02	17.41
11.36	104.12	17.73
10.9	105.21	18.31
10.91	106.27	18.73
11.65	107.19	19.51
11.22	108.48	18.74
11.04	109.7	18.11
10.69	110.79	18.37
11.01	111.74	19.05
11.08	112.77	19.28
10.7	113.75	20.09
11.88	114.85	19.2
10.79	115.98	19.45
11.65	116.93	19.52
11.48	117.93	19.89
10.69	119.01	20.05
11.12	120.12	19.33
9.76	121.39	18.39
11.81	121.97	20.14
11.02	123.22	18.96
11.25	124.32	18.14
11.45	125.24	18.45
11.7	126.15	18.81
11.57	127.15	18.75
10.39	128.26	18.43
11.18	129.05	19.24
11.08	129.95	19.7
10.85	130.9	19.79
12.32	131.7	19.93
10.67	133	18.29
10.83	134.01	17.53
10.49	134.59	20.34
9.68	136.09	16.3
12.05	136.36	20.02
10.04	137.65	18.31
9.99	138.57	18.22
9.55	139.54	17.87
9.52	140.38	18.28
10.57	141.02	19.62
10.31	142.05	18.64
9.88	143.08	17.63
11.23	143.61	19.63
8.87	145.12	15.41
8.29	145.74	17.93
11.04	146.29	19.03
9.43	147.23	19.23
6.74	148.52	16.52
8.36	148.9	19.89
7.28	150	18.19
8.53	150.72	18.61
8.76	151.6	18
9.91	152.22	19.17
10.36	152.81	20.86
8.97	153.93	19.09
8.75	154.99	16.96
8.11	156.06	14.58
7.59	156.99	13.43
9.55	157.19	18.59
9.19	158.55	12.89
9.9	159.49	10.07
9.81	160.25	10.75
7.74	161.25	8.89
3.63	162.19	8.53
5.88	162.64	12.83
3.73	163.22	15.85
9.94	164.01	12.74
9.87	164.81	12.45
9.8	165.61	12.15
9.73	166.4	11.84
6.36	167.07	15.05
5.24	167.99	13.58
8.18	168.81	11.02
7.22	169.53	12.2
5.35	170.65	6.17
5.61	171.32	7.85
5.35	172.1	7.43
5.54	172.93	4.05
4.96	173.67	4.94
-0.74	174.53	0.88
8.89	174.89	8.09
8.81	175.65	7.72
8.72	176.4	7.34
8.64	177.16	6.95
8.55	177.91	6.56
8.46	178.66	6.16
3.52	179.45	8.62
7.23	180.12	7.39
4.39	180.98	5.96
3.5	181.64	8.14
2.93	182.46	5.34
7.9	183.07	3.66
1.64	183.95	3.08
3.47	184.55	6.69
3.77	185.36	2.19
7.51	185.97	1.88
-0.38	186.82	-1.24
-1.93	187.51	-2.03
7.2	188.11	0.49
7.1	188.82	0.01
6.99	189.54	-0.47
6.88	190.25	-0.95
6.77	190.95	-1.44
6.66	191.66	-1.94
6.55	192.37	-2.44
6.44	193.07	-2.94
6.33	193.76	-3.46
6.21	194.46	-3.97
6.09	195.15	-4.49
5.98	195.84	-5.02
5.86	196.54	-5.55
5.74	197.23	-6.09
5.62	197.91	-6.63
5.5	198.6	-7.18
5.37	199.29	-7.73
5.25	199.97	-8.29
5.25	199.97	-8.29
